x,y,state_label
1.0491563,4.7188077,6
0.74533606,4.7790303,6
0.70401543,4.8518586,6
0.8766954,4.770682,6
2.699543,4.0762134,6
2.7307503,4.0936303,6
3.0588884,3.9875586,6
3.2590184,3.9216552,6
3.466515,3.868799,6
3.4727194,3.8566751,6
3.496531,3.8586645,6
3.5453682,3.8664591,6
3.7198606,3.8162909,6
3.668168,3.8148,6
3.6195781,3.8159168,6
3.745672,3.8025477,6
3.80622,3.7640595,6
3.8533988,3.7396662,6
3.8333738,3.7605548,6
3.9045339,3.7284641,6
3.9726882,3.7099683,6
4.080119,3.6394744,6
4.1630173,3.6186013,6
4.1432486,3.6247346,6
4.0895767,3.64522,6
4.2338552,3.5690591,6
4.200053,3.580668,6
4.325424,3.5245473,6
4.3603406,3.5319006,6
4.2737203,3.573985,6
4.2845793,3.5182583,6
4.244168,3.5815225,6
4.3915606,3.5437086,6
4.4046426,3.505313,6
4.4358997,3.4732156,6
4.58594,3.3683755,6
4.581029,3.3703916,6
4.447828,3.4902906,6
4.5799007,3.426336,6
4.6198635,3.43027,6
4.591121,3.389254,6
4.596561,3.398854,6
4.568831,3.4078085,6
4.5913506,3.3938062,6
4.550525,3.407977,6
4.613355,3.401924,6
4.6337333,3.3550453,6
4.640255,3.3430924,6
4.6077666,3.341659,6
4.604633,3.418187,6
4.673474,3.3953295,6
4.618541,3.3878849,6
4.607642,3.3709102,6
4.583557,3.399601,6
4.6515927,3.3286898,6
4.6322217,3.3403347,6
4.591213,3.3516896,6
4.6176515,3.3405263,6
4.589264,3.3418183,6
4.606157,3.3448846,6
4.588976,3.3487213,6
4.6102924,3.3097303,6
4.603547,3.2748954,6
4.564356,3.3304443,6
4.570903,3.3865047,6
4.5468802,3.3850312,6
4.501745,3.4069307,6
4.4092264,3.4358096,6
4.466938,3.4009254,6
4.387829,3.434123,6
4.507174,3.3556166,6
4.370691,3.40477,6
4.427436,3.4366374,6
4.282935,3.4438705,6
4.3214035,3.414113,6
4.2926483,3.4248743,6
4.353712,3.466039,6
4.2775826,3.4650617,6
4.306744,3.488194,6
4.3096833,3.4909825,6
4.3173065,3.457422,6
4.3147416,3.4583514,6
4.272137,3.4756868,6
4.2348948,3.4837227,6
4.3438663,3.4633625,6
4.2769012,3.4739316,6
4.338949,3.4461207,6
4.302124,3.4508293,6
4.22594,3.4671767,6
4.242717,3.461682,6
4.240106,3.4138405,6
4.3086343,3.4060276,6
4.2454267,3.4336822,6
4.1519523,3.452417,6
4.25299,3.4206488,6
4.065473,3.5182872,6
4.1044044,3.478959,6
3.9741054,3.5459924,6
3.8881395,3.4739628,6
3.8949645,3.4378138,6
3.8642886,3.5142462,6
3.8099194,3.4824147,6
3.7453213,3.6058977,6
3.672063,3.544643,6
3.7179642,3.60567,6
3.6269577,3.6301477,6
3.6048002,3.629344,6
3.364331,3.6308181,6
3.5296235,3.6526637,6
1.1784554,4.1656528,6
0.92946196,4.1540875,6
0.7553889,4.221405,6
0.7517095,4.2084036,6
0.8106748,4.2531133,6
0.98534375,4.2015715,6
0.9771384,4.214544,6
0.8158507,4.265155,6
1.032563,4.237407,6
1.0426323,4.206321,6
1.0551267,4.2159953,6
0.98488057,4.228838,6
1.0163192,4.2270517,6
0.9882601,4.2426777,6
0.98434097,4.243781,6
1.0129937,4.236791,6
0.9867163,4.219406,6
0.9098688,4.3020062,6
0.88900125,4.208364,6
0.8514896,4.2415447,6
0.9194866,4.231018,6
0.66781956,4.274779,6
0.7731035,4.2730412,6
0.75918907,4.286923,6
0.7978057,4.2721314,6
0.8203756,4.3099766,6
0.7758961,4.300035,6
0.7400056,4.3262563,6
0.8141645,4.299616,6
0.77106005,4.325246,6
0.75054675,4.2674475,6
0.7101271,4.280129,6
0.61406416,4.283531,6
0.6087057,4.2799115,6
0.5598064,4.329126,6
0.59696245,4.2762923,6
0.56723464,4.3353677,6
0.46731323,4.3774223,6
0.5863332,4.4010835,6
0.49815804,4.306637,6
0.520356,4.368205,6
0.5613284,4.396122,6
0.49044365,4.3699994,6
0.51733714,4.3408237,6
0.52790433,4.2852397,6
0.482052,4.3505483,6
0.51337695,4.2987285,6
0.5255504,4.3243775,6
0.49252447,4.3082256,6
0.53364086,4.2994266,6
0.47147688,4.2983603,6
0.48893076,4.3189354,6
0.47529972,4.279575,6
0.48559132,4.267968,6
0.48602954,4.2760773,6
0.46493167,4.2844133,6
0.42603025,4.278407,6
0.4272605,4.2909474,6
0.4725982,4.310731,6
0.48510456,4.3030066,6
0.49238774,4.2674236,6
0.5534352,4.313077,6
0.47013476,4.2481604,6
0.52407837,4.2906494,6
