roi_index,effector_T_cell_degree_centrality,im_malignant_epithelial_cell_exhausted_T_cell,im_malignant_epithelial_cell_malignant_epithelial_cell,effector_T_cell,malignant_epithelial_cell,effector_T_cell_average_clustering,im_malignant_epithelial_cell_effector_T_cell,exhausted_T_cell_average_clustering,exhausted_T_cell_closeness_centrality,im_effector_T_cell_malignant_epithelial_cell,im_effector_T_cell_effector_T_cell,im_effector_T_cell_exhausted_T_cell,effector_T_cell_closeness_centrality,im_exhausted_T_cell_exhausted_T_cell,malignant_epithelial_cell_closeness_centrality,exhausted_T_cell,malignant_epithelial_cell_degree_centrality,malignant_epithelial_cell_average_clustering,moranI,exhausted_T_cell_degree_centrality,im_exhausted_T_cell_effector_T_cell,im_exhausted_T_cell_malignant_epithelial_cell,state_label,PatientID
297,1.05591325593,-0.900985932628,2.12980424419,0.789832055866,-1.01118422087,0.669484174949,-0.441628740587,-0.891333809783,-0.931945777628,-0.441628740587,-0.0875763992645,-0.886082871419,0.989760452694,-0.639154330746,-0.966343220292,-0.816727215857,-0.988074653444,0.703212578396,0.996365383912,-0.808552747867,-0.886082871419,-0.900985932628,2,35
298,0.377153970068,-0.900985932628,2.40456394573,0.0482362976101,-1.31156756026,0.711508902824,-0.994435870694,1.41252899464,0.076809104573,-0.994435870694,-0.219003102811,1.39712019321,0.514790613577,-0.639154330746,-1.09240221727,-0.682050122424,-1.07722501181,1.93529830831,0.283855913102,-0.666740935092,1.39712019321,-0.900985932628,1,35
299,0.351448222688,-0.900985932628,2.40456898734,0.195279344623,-1.347012372,0.68026118709,-1.37969284275,1.41252899464,-0.01169179901,-1.37969284275,0.0928882421069,0.954448590048,0.402797448566,-0.639154330746,-1.15386437565,-0.711036771947,-1.08653408431,-5.15015802319,0.231782427594,-0.697215043175,0.954448590048,-0.900985932628,1,35
300,1.40162030934,-0.900985932628,2.14167389081,1.39354024326,-1.05530807169,0.616172366837,-0.198940307615,0.373611230743,0.222085026708,-0.198940307615,-0.000243820810854,1.12262866272,1.27344435351,-0.639154330746,-0.983133073103,-0.633130242741,-0.982662383171,-2.16871640435,2.61290230828,-0.542238688606,1.12262866272,-0.900985932628,1,35
301,0.753775148608,-0.900985932628,2.38848887313,0.55587252085,-1.24182268791,0.632081261012,0.249749180308,0.883931264261,0.252872303338,0.249749180308,-0.0770437011724,1.34371132942,0.646248801235,-0.639154330746,-1.04247809266,-0.54168391157,-1.05303085407,-0.964192416666,1.17036587032,-0.439373826447,1.34371132942,-0.900985932628,1,35
302,0.547913567425,-0.900985932628,2.40456864119,0.487546437759,-1.33336161563,0.724855335699,-1.00309030849,0.972717885416,0.0808049978494,-1.00309030849,2.64565343339e-05,1.26287507708,0.458983516853,2.48644944812,-1.10209317793,-0.496387357477,-1.0753696269,1.51421266801,0.0883635015896,-0.493177171455,1.26287507708,-0.900985932628,1,35
303,1.50190114441,-0.900985932628,1.53047583263,1.55118755356,-0.878313567545,0.604947161603,-0.570888793087,0.734594062856,0.376535607552,-0.570888793087,-0.104215720897,0.699946184871,1.4334865329,-0.639154330746,-0.894349157129,-0.319766371269,-0.895739460343,-0.331113946861,2.15957106555,-0.139231040781,0.699946184871,-0.900985932628,1,35
304,1.42284920342,-0.900985932628,1.6863632649,1.32932598219,-0.915123755824,0.655942215998,-0.367884048129,0.999844590367,0.280811808129,-0.367884048129,-0.0800830452183,1.24212177756,1.38179524863,-0.639154330746,-0.905479619045,-0.446790226707,-0.908354391683,1.61477870941,1.25901230623,-0.350125022801,1.24212177756,-0.900985932628,1,35
305,1.24830302181,-0.900985932628,2.37801547063,1.18593824672,-1.23700201799,0.755283944838,-0.640937506834,0.972717885416,0.197364253292,-0.640937506834,-0.272985541785,0.887408046681,0.839431819463,2.48644944812,-1.07918122378,-0.398877596512,-1.04068046088,1.71206749567,0.504562798444,-0.397201098922,0.887408046681,-0.900985932628,1,35
306,1.29136903706,-0.900985932628,2.18097926219,1.37646237152,-0.843856403054,0.932640770083,1.17879486257,-0.891333809783,-0.931945777628,1.17879486257,1.03689346995,-0.886082871419,1.37249322285,-0.639154330746,-0.28272751688,-0.816727215857,-0.486889438724,1.73249210306,-0.552452194265,-0.808552747867,-0.886082871419,-0.900985932628,2,36
